slug,image_file,name_he,name_en,category,brand,target_audience,price,stock_quantity,description,health_goals,dosage_form,package_quantity,usage_instructions,warnings_allergens,allergen_info_incomplete,data_source,verified,notes,is_active
altman-d-mannose-cranberry-60,D-מאנוז חמוציות של חברת אלטמן.webp,D-מאנוז חמוציות,D-Mannose Cranberry,צמחי מרפא,אלטמן,מבוגרים,191.50,30,"קפליות המשלבות D-מאנוז עם אבקת חמוציות פטנטית ונחקרת Pacran, בתוספת ויטמין C.",,טבליות,60,2-3 קפליות ביום אחרי האוכל.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/women/vaginal-health/d-mannose-cranberries/,yes,"⚠️ CATEGORY IS A JUDGEMENT CALL, FLAGGED NOT HIDDEN. Its actives are D-mannose (a sugar) and Pacran cranberry extract (a plant extract) with added vitamin C — none of the six canonical categories fits cleanly. Placed in צמחי מרפא on the branded plant extract, per this batch's active-ingredient rule; ויטמינים would also be arguable. Worth a second opinion; nothing else depends on it. Photo-verified: package reads 60 קפליות · Pacran · per-caplet table confirms the amounts below. Single-SKU page.",yes
altman-probiotic-vegan-45,פרוביוטיק VEGAN של חברת אלטמן.webp,פרוביוטיק VEGAN,Probiotic Vegan,פרוביוטיקה,אלטמן,מבוגרים,184.50,35,כמוסות טבעוניות המכילות 10 זני פרוביוטיקה בכמות של 25 מיליארד חיידקים בכל כמוסה.,עיכול,כמוסות,45,כמוסה אחת ליום עם הארוחה.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/probiotics/digest/probiotic-vegan/,yes,"Photo-verified: package reads 45 כמוסות · 10 זני פרוביוטיקה · 25 מיליארד חיידקים · כשר פרווה. Single-SKU page, URL and canonical agree. Price is the LIST value — the page ld+json (₪184.50) reconciles exactly with the datalayer sale ₪138.38 + discount ₪46.13.",yes
altman-probiotic-femina-60,פרוביוטיק פמינה של חברת אלטמן.webp,פרוביוטיק פמינה,Probiotic Femina,פרוביוטיקה,אלטמן,מבוגרים,201.60,50,כמוסות המכילות 5 זני פרוביוטיקה בהרכב ייחודי לאיזון הפלורה הנרתיקית.,עיכול,כמוסות,60,בשלושת הימים הראשונים 2 כמוסות כל 12 שעות. בהמשך כמוסה אחת ביום. ניתן לקחת לפני או אחרי האוכל. לאחר הפתיחה יש לאחסן בקירור.,לא מכיל גלוטן.,,https://www.altman.co.il/shop/probiotics/femina/probiotic-femina-60/,yes,"Photo-verified: package reads 60 כמוסות · 5 זני פרוביוטיקה. Size-selector family; URL and canonical AGREE on -60 and the price was cross-checked per DEC-032 — 60 at ₪3.36/unit against 30 at ₪3.93/unit, larger pack cheaper. 🔴 NO ingredient row: the page names its five strains but publishes NO CFU amount, and `amount` must be a positive number. Inventing one would be the same defect class as an invented dosage, so the row is omitted rather than guessed.",yes
altman-alsepa-mini-120,אלספה מיני של חברת אלטמן.webp,אלספה מיני,Alsepa Mini,אומגה ושומנים,אלטמן,מבוגרים,125.96,65,"כמוסות רכות קטנות ונוחות לבליעה, המכילות 360 מ""ג אומגה 3 בכל כמוסה.",,כמוסות,120,1-3 כמוסות ביום אחרי האוכל.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/omega3/adults-omega3-3/alsepa-mini/,yes,"Photo-verified: package reads 120 כמוסות רכות · 360 מ""ג אומגה 3 בכמוסה קטנה. ⚠️ ₪125.96 is an unusual-looking figure so it was checked rather than assumed: the datalayer reconciles it exactly as sale ₪94.47 + discount ₪31.49, confirming it is the LIST price. URL and canonical agree — unlike alsepa-130 and alsepa-max, which do not and were left unsourced.",yes
altman-alsepa-kosher-120,אלספה כשר של חברת אלטמן.webp,אלספה כשר,Alsepa Kosher,אומגה ושומנים,אלטמן,מבוגרים,249.00,30,"כמוסות רכות של שמן דגי מעמקים בכשרות מהודרת, המכילות 560 מ""ג אומגה 3 בכל כמוסה.",,כמוסות,120,1-3 כמוסות ליום אחרי האוכל.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/omega3/adults-omega3-3/alsepa-kosher/,yes,"Photo-verified: package reads 120 כמוסות רכות · 560 מ""ג אומגה 3. Single-SKU page, URL and canonical agree. Price confirmed as LIST — datalayer sale ₪186.75 + discount ₪62.25 = ₪249.00.",yes
altman-collagen-ceramides-60,קולגן סרמידים של חברת אלטמן.webp,קולגן סרמידים,Collagen Ceramides,חלבונים ואבקות,אלטמן,מבוגרים,181.40,40,"כמוסות המכילות פפטידים של קולגן בשילוב חומצה היאלורונית, ויטמין C וסרמידים.",עור ושיער,כמוסות,60,"2 כמוסות ביום, לפני או אחרי האוכל.","רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/beauty/skin-care/collagen-ceramides/,yes,"Photo-verified: package reads 60 כמוסות · CERAMOSIDES · BEAUTY line · כשר פרווה. 🔴 Category חלבונים ואבקות by the batch-4 rule — the category follows the ACTIVE (collagen is a protein) and dosage_form carries the delivery format (כמוסות here, not אבקה). Same reasoning that put powdered iron in מינרלים. health_goals עור ושיער is the manufacturer's own /beauty/skin-care/ placement. Single-SKU page.",yes
altman-collagen-hyaluronic-capsules-60,קולגן חומצה היאלורונית כמוסות של חברת אלטמן.webp,קולגן חומצה היאלורונית,Collagen Hyaluronic Acid,חלבונים ואבקות,אלטמן,מבוגרים,171.30,55,כמוסות המכילות פפטידים של קולגן בשילוב חומצה היאלורונית וויטמין C.,עור ושיער,כמוסות,60,"2 כמוסות ביום, לפני או אחרי האוכל.","רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/beauty/skin-care/collagen-hyaluronic-acid-capsules/,yes,"Photo-verified: package reads 60 כמוסות · BEAUTY line. Category חלבונים ואבקות by the active-ingredient rule (collagen is a protein); dosage_form כמוסות carries the delivery format. Distinct from altman-collagen-ceramides-60 — that one adds ceramides (CERAMOSIDES) and is a separate SKU and page. Single-SKU page, URL and canonical agree.",yes
altman-probiotic-femina-expert-30,פרוביוטיק פמינה אקספרט של חברת אלטמן.webp,פרוביוטיק פמינה EXPERT,Probiotic Femina Expert,פרוביוטיקה,אלטמן,מבוגרים,168.30,25,כמוסות המכילות 2 זני פרוביוטיקה מתמחים ונחקרים לנשים.,עיכול,כמוסות,30,כמוסה אחת ביום לפני או אחרי האוכל.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/probiotics/femina/probiotic-femina-expert/,yes,"Photo-verified: package reads 30 כמוסות · 2 זני פרוביוטיקה · FEMINA. 🔴 NO ingredient row — the page names both strains (L. rhamnosus GR-1, L. reuteri RC-14) but publishes NO CFU amount, and `amount` must be a positive number. Same call as altman-probiotic-femina-60: omitted rather than invented. Single-SKU page.",yes
altman-omega-3-9-months-60,אומגה 3 9 חודשים של חברת אלטמן.webp,אומגה 3 - 9 חודשים,Omega 3 - 9 Months,אומגה ושומנים,אלטמן,מבוגרים,201.60,45,"כמוסות אומגה 3 עשירות ב-DHA בתוספת חומצה פולית, באריזת בליסטר לשמירה על איכות וטריות.",,כמוסות,60,כמוסה אחת ביום אחרי האוכל.,לא מכיל גלוטן.,,https://www.altman.co.il/shop/pregnancy/prenatal/omega-3-9-months/,yes,"Photo-verified: package reads 60 כמוסות · FEMINA 9 MONTHS · אומגה 3 עשיר ב-DHA בתוספת חומצה פולית. Single-SKU page, URL and canonical agree — unlike alsepa-130 and alsepa-max, still unsourced for that reason. target_audience is מבוגרים: the closed vocabulary has only מבוגרים/ילדים and the page markets it to pregnant women, which is not a value the field offers. Recorded here rather than inventing one.",yes
altman-biosil-hns-60,ביוסיל HNS של חברת אלטמן.webp,ביוסיל HNS,Biosil HNS,מינרלים,אלטמן,מבוגרים,245.00,20,"כמוסות נוזליות המכילות סיליקון בטכנולוגיית ch-OSA פטנטית, בתוספת כולין.",עור ושיער,כמוסות,60,"כמוסה אחת, פעמיים ביום, עם או בלי האוכל.","רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/beauty/skin-care/biosil-hns/,yes,"Photo-verified: package reads 60 כמוסות · LIQUID FILLED CAPSULES · ch-OSA · BEAUTY line. Category מינרלים by the active-ingredient rule — silicon is a mineral, despite the product sitting in Altman's BEAUTY range. Liquid-filled capsules are still כמוסות (a filled shell), consistent with the softgel mapping in DEC-032.",yes
altman-vitamin-c-d-zinc-100,ויטמין D C אבץ של חברת אלטמן.webp,ויטמין C + D + אבץ,Vitamin C + D + Zinc,ויטמינים,אלטמן,מבוגרים,99.70,90,"כמוסות המשלבות ויטמין C, ויטמין D, אבץ ונחושת.",חיזוק חיסון,כמוסות,100,כמוסה אחת ליום עם האוכל.,"רכיבי המוצר לא מכילים גלוטן, אך המוצר הסופי לא נבדק לנוכחות גלוטן.",,https://www.altman.co.il/shop/winter/vitamin-c/vitamin-cdzinc/,yes,"Photo-verified: package reads 100 כמוסות · C+D+Zinc · WINTER line. health_goals חיזוק חיסון is the manufacturer's own placement (the product sits in Altman's /winter/vitamin-c/ immune range). ⚠️ The page's usage line ends ""יש צורך להיוועץ ברופא"" — recorded in usage_instructions on the source page but NOT copied here, because it is generic advice rather than a SKU-specific instruction; the medical disclaimer covers it. Single-SKU page.",yes
truforme-nephromil-60,נפרומיל של חברת טרו פור מי.png,נפרומיל,Nephromil,ויטמינים,טרו פור מי,מבוגרים,138.00,30,"מולטי ויטמין ומינרלים בטבליות, למניעת חוסרים תזונתיים. מיוצר על ידי טרו פור מי.",,טבליות,60,,,,https://truforme.com/product/%D7%A0%D7%A4%D7%A8%D7%95%D7%9E%D7%99%D7%9C/,yes,"The page states ""60 טבליות"" in its own product block, which is the package_quantity here. SOURCED 2026-08-12 (MILESTONE-004 Step 2, batch 7) under DEC-032 THE NEW BAR. ONE PAGE, ONE ROW: name, product photo and package count all read from this single RENDERED page. 🔴 RENDER CONFIRMED BEFORE READING — truforme serves a cookie-consent overlay that suppresses the body text and reports every price as ₪0.00 (DEC-032, the fetch-artefact family). The overlay was dismissed and an h1 plus a body length over 1200 chars asserted before any value was taken. price is OURS (VitaShop is the retailer) and cites no source; it is plausible against the catalogue and against this pack size. 🔴 MEDICAL FIELDS LEFT EMPTY DELIBERATELY: usage_instructions, warnings_allergens and ingredient rows are all blank because the LABEL was not read. The page states component amounts in its marketing bullets, and those were NOT used — a bullet list is not a label. Blank is the expected state under the new bar. health_goals left EMPTY — no manufacturer placement to cite without inferring one.",yes
truforme-briamil-mini-60,בריאמיל מיני של חברת טרו פור מי.png,בריאמיל+ MINI,Briamil+ MINI,ויטמינים,טרו פור מי,מבוגרים,149.00,25,מולטי ויטמין בטבליית מיני נוחה לבליעה. מיוצר על ידי טרו פור מי.,,טבליות,60,,,,https://truforme.com/product/%D7%91%D7%A8%D7%99%D7%90%D7%9E%D7%99%D7%9C-mini/,yes,"The page states ""60 טבליות"" in its own product block, which is the package_quantity here. SOURCED 2026-08-12 (MILESTONE-004 Step 2, batch 7) under DEC-032 THE NEW BAR. ONE PAGE, ONE ROW: name, product photo and package count all read from this single RENDERED page. 🔴 RENDER CONFIRMED BEFORE READING — truforme serves a cookie-consent overlay that suppresses the body text and reports every price as ₪0.00 (DEC-032, the fetch-artefact family). The overlay was dismissed and an h1 plus a body length over 1200 chars asserted before any value was taken. price is OURS (VitaShop is the retailer) and cites no source; it is plausible against the catalogue and against this pack size. 🔴 MEDICAL FIELDS LEFT EMPTY DELIBERATELY: usage_instructions, warnings_allergens and ingredient rows are all blank because the LABEL was not read. The page states component amounts in its marketing bullets, and those were NOT used — a bullet list is not a label. Blank is the expected state under the new bar. health_goals left EMPTY — no manufacturer placement to cite without inferring one.",yes
naturalis-b50-complex-60,קומפלקס B-50 של חברת נטורליס.webp,קומפלקס B-50 בתוספת מגנזיום ציטראט,B-50 Complex with Magnesium Citrate,ויטמינים,נטורליס,מבוגרים,79.00,40,"קומפלקס ויטמיני B בתוספת מגנזיום ציטראט, בכמוסות. מיוצר על ידי נטורליס.",,כמוסות,60,,,,https://www.naturalis.co.il/product/b-50-complex/,yes,"The page states תכולה: 60 כמוסות and files the product under its own קטגוריה: ויטמינים. SOURCED 2026-08-12 (MILESTONE-004 Step 2, batch 7 part 2) under DEC-032 THE NEW BAR. ONE PAGE, ONE ROW: name, product photo, package count and the site's own category all read from this single RENDERED page (h1 present, body over 800 chars asserted before reading). The page also states a manufacturer SKU (מק""ט) and its own ""תכולה"" line, which is where package_quantity comes from. price is OURS and cites no source. 🔴 MEDICAL FIELDS LEFT EMPTY DELIBERATELY. The page carries a ""רכיבים"" composition list, and it was NOT transcribed: it is page text, not the label, and the new bar says label or empty. Consistent with the truforme rows in the same batch. NEW MANUFACTURER for this catalogue — BRAND_EN gained an entry, without which the seed throws.",yes
naturalis-magnesium-citrate-120,מגנזיום ציטראט של חברת נטורליס.png,מגנזיום ציטראט,Magnesium Citrate,מינרלים,נטורליס,מבוגרים,95.00,4,"מגנזיום ציטראט בטבליות, בתוספת ויטמין B6. מיוצר על ידי נטורליס.",,טבליות,120,,,,https://www.naturalis.co.il/product/magnesium-citrate-%D7%9E%D7%92%D7%A0%D7%96%D7%99%D7%95%D7%9D-%D7%A6%D7%99%D7%98%D7%A8%D7%90%D7%98/,yes,"The page states תכולה: 120 טבליות and files the product under its own קטגוריה: מינרלים. stock_quantity=4 is a DELIBERATE LOW-STOCK FIXTURE (threshold is 5) — a store fact, not a product fact, per DEC-032. SOURCED 2026-08-12 (MILESTONE-004 Step 2, batch 7 part 2) under DEC-032 THE NEW BAR. ONE PAGE, ONE ROW: name, product photo, package count and the site's own category all read from this single RENDERED page (h1 present, body over 800 chars asserted before reading). The page also states a manufacturer SKU (מק""ט) and its own ""תכולה"" line, which is where package_quantity comes from. price is OURS and cites no source. 🔴 MEDICAL FIELDS LEFT EMPTY DELIBERATELY. The page carries a ""רכיבים"" composition list, and it was NOT transcribed: it is page text, not the label, and the new bar says label or empty. Consistent with the truforme rows in the same batch. NEW MANUFACTURER for this catalogue — BRAND_EN gained an entry, without which the seed throws.",yes
